parking_lot_id,hour_of_day,day_of_week,is_weekend,current_occupancy,total_slots,bookings_last_hour,occupancy_percentage
12,13,3,0,147,236,16,62.42
11,11,2,0,56,114,6,49.33
13,7,0,0,16,148,1,11.01
26,23,6,1,76,200,10,37.85
27,5,1,0,24,105,1,23.03
4,19,1,0,102,203,13,50.24
15,15,0,0,127,225,16,56.43
25,18,2,0,129,206,13,62.75
2,14,3,0,124,147,15,84.09
29,16,6,1,209,280,27,74.76
10,20,4,0,17,72,4,23.79
6,21,4,0,12,108,0,10.82
2,21,4,0,10,147,4,6.83
17,18,1,0,119,187,13,63.54
29,14,3,0,260,280,29,92.94
18,0,5,1,8,72,0,11.13
8,16,6,1,0,84,3,0.23
7,9,6,1,27,113,3,24.1
14,7,0,0,2,185,2,0.82
22,14,5,1,23,101,5,22.6
19,0,0,0,15,290,4,5.32
14,10,1,0,40,185,6,21.45
18,4,2,0,8,72,2,11.02
11,21,4,0,49,114,8,42.64
11,11,2,0,35,114,7,30.81
30,8,1,0,99,251,13,39.52
5,20,2,0,12,95,0,12.41
13,1,6,1,0,148,0,0.0
5,13,0,0,67,95,10,70.35
1,17,2,0,126,153,16,82.29
30,10,1,0,201,251,25,80.08
10,19,1,0,36,72,3,49.97
22,5,4,0,86,101,12,84.72
22,12,2,0,18,101,1,17.45
19,2,1,0,10,290,0,3.48
6,1,5,1,18,108,5,16.76
23,1,4,0,137,157,17,87.3
19,0,3,0,20,290,4,6.89
6,3,3,0,10,108,2,9.15
11,6,4,0,9,114,1,8.02
3,20,6,1,1,101,3,0.73
22,18,6,1,57,101,8,56.51
16,11,3,0,101,229,12,44.18
17,18,6,1,176,187,20,94.13
14,10,3,0,55,185,8,29.51
4,12,6,1,17,203,3,8.33
16,19,0,0,143,229,20,62.5
13,20,5,1,111,148,15,75.15
7,8,4,0,23,113,4,20.16
21,21,1,0,157,175,16,89.83
7,21,1,0,9,113,4,7.95
18,4,6,1,10,72,4,14.03
16,3,2,0,39,229,2,17.15
7,21,0,0,18,113,4,15.87
18,11,3,0,46,72,4,63.59
20,11,6,1,160,209,17,76.51
7,22,0,0,18,113,2,15.97
11,10,6,1,106,114,13,92.69
9,20,6,1,20,244,2,8.07
22,12,3,0,35,101,7,34.48
7,3,2,0,4,113,0,3.31
5,15,4,0,88,95,9,92.35
8,18,3,0,25,84,4,29.66
26,9,2,0,138,200,17,68.95
16,19,2,0,144,229,20,63.05
5,11,1,0,83,95,8,87.43
12,11,0,0,109,236,13,46.36
7,16,1,0,102,113,15,90.26
21,15,1,0,79,175,9,44.98
12,20,0,0,194,236,26,82.02
14,7,5,1,0,185,0,0.0
11,12,1,0,70,114,8,61.55
30,1,5,1,26,251,3,10.29
28,7,0,0,103,252,14,40.9
21,2,1,0,128,175,17,72.88
30,11,1,0,181,251,24,72.28
28,2,4,0,24,252,3,9.72
17,21,4,0,72,187,7,38.38
23,12,5,1,51,157,8,32.28
8,5,6,1,0,84,0,0.0
22,6,5,1,58,101,8,57.07
5,21,4,0,24,95,2,24.87
5,23,0,0,8,95,2,8.62
12,9,0,0,57,236,5,23.97
15,13,3,0,113,225,16,50.04
1,21,6,1,22,153,3,14.31
7,5,6,1,0,113,1,0.0
24,3,5,1,222,234,29,94.97
21,8,3,0,109,175,12,62.53
22,22,0,0,95,101,12,93.76
3,5,3,0,0,101,1,0.0
5,3,2,0,0,95,1,0.0
22,8,4,0,86,101,13,85.53
1,14,4,0,116,153,11,75.77
9,4,6,1,0,244,0,0.0
20,23,5,1,28,209,1,13.4
16,6,2,0,1,229,0,0.36
11,6,2,0,11,114,2,9.26
11,0,0,0,6,114,0,5.06
28,12,3,0,162,252,17,64.26
4,8,5,1,12,203,1,6.06
20,1,0,0,34,209,2,16.11
7,5,6,1,20,113,4,17.29
24,22,1,0,187,234,22,79.95
11,6,2,0,12,114,3,10.16
23,1,2,0,130,157,13,82.8
17,11,2,0,103,187,14,55.21
11,9,5,1,34,114,7,29.62
19,16,0,0,138,290,19,47.74
12,15,4,0,144,236,15,61.09
18,22,3,0,32,72,4,44.06
11,23,5,1,15,114,3,13.53
3,8,1,0,47,101,7,46.29
17,22,3,0,92,187,13,49.17
6,18,0,0,48,108,5,44.19
21,22,6,1,152,175,19,86.76
16,0,3,0,14,229,1,5.99
26,18,1,0,135,200,16,67.32
13,21,5,1,92,148,14,62.38
3,5,1,0,6,101,2,6.37
28,6,1,0,24,252,0,9.54
24,18,2,0,176,234,23,75.32
21,13,5,1,46,175,4,26.53
27,5,3,0,17,105,2,16.15
4,14,1,0,185,203,22,90.98
26,14,0,0,165,200,21,82.38
27,6,0,0,15,105,0,14.69
16,6,6,1,23,229,1,9.9
3,16,6,1,10,101,3,10.19
25,10,1,0,108,206,15,52.58
19,18,0,0,269,290,34,92.82
23,23,2,0,123,157,16,78.46
23,8,1,0,106,157,13,67.46
12,20,2,0,226,236,25,95.61
25,6,4,0,135,206,16,65.48
4,12,5,1,2,203,0,0.98
6,22,0,0,11,108,1,10.57
1,3,0,0,15,153,1,9.98
20,1,2,0,26,209,1,12.39
8,3,1,0,0,84,0,0.0
17,16,0,0,82,187,11,43.61
2,10,5,1,35,147,3,24.11
2,12,4,0,118,147,16,80.12
15,1,5,1,0,225,1,0.08
19,23,2,0,10,290,0,3.44
4,13,0,0,119,203,14,58.69
19,21,0,0,88,290,8,30.3
16,11,5,1,180,229,24,78.66
23,16,0,0,72,157,7,46.12
4,14,6,1,33,203,2,16.13
25,14,0,0,55,206,7,26.79
4,1,4,0,22,203,0,10.61
4,16,3,0,170,203,20,83.52
27,9,5,1,18,105,1,16.82
12,3,2,0,5,236,0,2.18
19,20,5,1,173,290,23,59.53
3,8,0,0,45,101,7,44.46
8,3,3,0,0,84,0,0.0
21,15,2,0,39,175,6,22.44
14,11,3,0,74,185,9,39.87
19,12,0,0,169,290,21,58.15
22,2,3,0,81,101,7,80.04
2,21,4,0,22,147,0,15.21
3,14,2,0,91,101,10,90.16
16,3,1,0,1,229,0,0.52
3,11,0,0,87,101,13,86.45
23,9,5,1,48,157,8,30.63
23,0,5,1,144,157,20,91.93
16,18,3,0,135,229,14,58.89
21,5,4,0,148,175,16,84.53
12,9,3,0,62,236,7,26.14
21,5,1,0,169,175,18,96.65
8,19,0,0,38,84,7,45.16
17,8,4,0,60,187,5,32.31
11,12,2,0,54,114,5,47.78
14,17,4,0,98,185,14,53.06
4,23,6,1,12,203,0,5.98
28,17,2,0,207,252,23,82.26
30,0,3,0,20,251,4,8.07
23,21,4,0,128,157,16,81.42
23,22,3,0,127,157,14,80.66
24,7,6,1,157,234,18,66.9
19,5,2,0,15,290,2,5.03
8,19,4,0,31,84,6,37.08
30,23,3,0,94,251,10,37.41
19,18,4,0,289,290,35,99.78
9,12,4,0,156,244,16,63.92
23,2,2,0,135,157,16,86.08
22,10,3,0,37,101,4,36.32
10,3,0,0,5,72,0,7.13
20,6,0,0,5,209,1,2.2
22,2,5,1,77,101,7,76.44
27,21,2,0,30,105,5,28.36
3,17,5,1,20,101,1,20.13
4,5,3,0,10,203,1,4.79
28,2,5,1,80,252,11,31.69
6,11,6,1,8,108,0,7.24
5,2,6,1,14,95,3,14.52
14,1,4,0,0,185,1,0.0
4,1,1,0,5,203,1,2.46
1,14,3,0,139,153,19,90.88
9,0,6,1,14,244,3,5.6
21,21,3,0,136,175,19,77.43
17,0,2,0,6,187,1,3.08
27,0,2,0,11,105,0,10.35
18,23,1,0,5,72,0,7.47
20,17,0,0,130,209,18,62.17
13,9,6,1,41,148,5,27.59
15,3,0,0,0,225,0,0.0
4,16,5,1,22,203,1,11.03
7,2,5,1,0,113,0,0.0
6,18,3,0,52,108,7,48.11
3,6,2,0,6,101,3,5.49
6,9,2,0,83,108,10,77.24
6,23,6,1,5,108,0,4.95
18,18,6,1,48,72,7,66.52
12,19,6,1,236,236,30,100.0
4,23,1,0,17,203,1,8.27
16,22,0,0,77,229,7,33.55
10,21,0,0,3,72,0,3.85
20,2,5,1,0,209,0,0.0
30,19,0,0,174,251,20,69.5
14,5,2,0,9,185,1,4.73
5,16,3,0,87,95,8,91.78
17,16,3,0,103,187,11,55.09
6,13,5,1,11,108,3,10.51
30,21,5,1,58,251,5,22.94
8,18,1,0,35,84,6,42.16
14,1,0,0,18,185,1,9.89
29,14,1,0,158,280,18,56.57
30,10,3,0,200,251,25,79.8
2,13,6,1,11,147,0,7.28
8,0,3,0,10,84,4,12.08
8,14,5,1,16,84,1,18.91
23,23,3,0,133,157,15,84.62
8,12,2,0,54,84,8,64.59
6,8,2,0,28,108,5,26.19
17,10,6,1,153,187,16,81.75
28,2,6,1,25,252,0,9.77
5,22,4,0,14,95,4,14.6
15,20,2,0,219,225,25,97.2
1,6,6,1,0,153,2,0.0
14,2,5,1,0,185,0,0.0
17,19,4,0,105,187,11,56.15
10,7,3,0,13,72,0,17.43
29,20,5,1,76,280,9,27.32
27,18,0,0,83,105,9,78.94
23,3,3,0,117,157,16,74.78
15,4,3,0,0,225,2,0.0
17,20,6,1,127,187,16,67.68
25,1,4,0,136,206,17,66.17
24,3,5,1,165,234,22,70.55
4,18,3,0,99,203,10,48.52
25,2,1,0,198,206,26,95.94
27,21,6,1,23,105,1,21.55
8,7,6,1,3,84,3,3.2
8,2,0,0,8,84,0,9.65
7,0,5,1,15,113,1,13.67
11,6,1,0,9,114,0,8.28
19,17,1,0,142,290,16,48.86
22,16,0,0,12,101,0,12.11
19,17,1,0,130,290,13,44.68
8,7,1,0,3,84,0,3.49
2,2,0,0,2,147,1,1.3
15,4,3,0,29,225,6,12.7
28,1,1,0,15,252,0,5.84
7,6,2,0,17,113,0,14.8
11,1,1,0,20,114,2,17.57
28,23,4,0,46,252,3,18.2
26,3,5,1,45,200,5,22.71
25,2,0,0,158,206,21,76.69
24,3,1,0,224,234,27,95.68
16,11,2,0,80,229,8,34.8
30,20,5,1,64,251,10,25.54
11,1,1,0,18,114,4,15.68
9,15,3,0,206,244,27,84.41
16,19,3,0,195,229,25,85.3
7,12,6,1,15,113,4,13.19
1,17,0,0,107,153,12,69.9
23,20,2,0,134,157,18,85.09
4,10,0,0,171,203,20,84.06
7,7,6,1,2,113,0,2.13
26,19,4,0,154,200,17,77.13
10,8,2,0,24,72,1,33.23
25,15,1,0,25,206,2,12.17
21,14,5,1,38,175,7,21.89
28,10,3,0,209,252,28,83.12
12,9,3,0,68,236,9,28.81
17,2,5,1,13,187,2,7.06
20,1,3,0,0,209,0,0.0
9,19,3,0,127,244,13,52.08
30,7,6,1,110,251,16,43.74
30,14,3,0,164,251,19,65.24
17,18,2,0,132,187,16,70.55
3,2,6,1,0,101,2,0.0
6,8,4,0,31,108,5,28.97
20,18,6,1,173,209,20,82.7
23,7,5,1,66,157,5,41.99
26,2,0,0,15,200,3,7.37
13,23,0,0,0,148,0,0.0
15,17,5,1,174,225,23,77.12
7,11,3,0,86,113,10,76.54
15,20,3,0,203,225,22,90.36
27,5,6,1,11,105,4,10.89
14,13,0,0,125,185,16,67.47
4,4,6,1,5,203,1,2.46
23,6,6,1,79,157,12,50.5
2,20,4,0,0,147,0,0.0
28,8,4,0,130,252,16,51.71
5,15,0,0,91,95,9,95.92
6,9,1,0,92,108,13,85.12
15,15,2,0,143,225,15,63.39
20,0,5,1,0,209,0,0.0
14,8,0,0,36,185,6,19.28
9,15,3,0,208,244,26,85.07
12,6,5,1,32,236,6,13.45
19,1,6,1,23,290,0,7.86
23,9,2,0,16,157,1,10.25
21,6,1,0,111,175,11,63.53
5,20,3,0,12,95,0,12.65
24,12,6,1,70,234,7,29.8
3,16,1,0,81,101,11,80.6
13,9,3,0,65,148,9,43.61
20,22,1,0,80,209,9,38.09
16,8,2,0,61,229,6,26.67
7,10,6,1,10,113,0,8.63
14,6,0,0,3,185,0,1.57
24,9,1,0,51,234,7,21.77
5,2,2,0,14,95,3,14.8
9,14,0,0,193,244,23,78.91
11,17,0,0,64,114,8,56.22
18,0,4,0,4,72,0,5.01
11,11,6,1,89,114,8,78.1
20,13,4,0,104,209,13,49.57
13,15,4,0,54,148,9,36.24
21,4,6,1,137,175,19,78.3
24,18,5,1,167,234,21,71.31
4,20,5,1,20,203,0,9.7
5,1,3,0,10,95,2,10.6
27,21,2,0,27,105,3,25.42
7,8,4,0,30,113,6,26.25
3,17,1,0,83,101,11,82.34
5,15,6,1,16,95,4,16.62
13,5,2,0,4,148,1,2.8
12,7,6,1,44,236,6,18.71
26,12,4,0,122,200,17,60.83
24,4,3,0,187,234,23,79.96
1,5,5,1,0,153,0,0.09
19,21,4,0,146,290,15,50.31
20,20,0,0,177,209,23,84.65
28,1,2,0,52,252,9,20.48
27,10,3,0,65,105,6,61.49
21,6,6,1,119,175,14,67.72
9,20,5,1,0,244,0,0.0
14,9,6,1,55,185,5,29.72
1,12,4,0,89,153,13,58.03
25,1,2,0,166,206,19,80.47
12,13,2,0,86,236,8,36.53
17,7,1,0,27,187,1,14.61
30,17,5,1,181,251,23,71.94
17,5,0,0,0,187,2,0.0
13,18,2,0,130,148,18,87.6
16,14,5,1,177,229,19,77.21
27,22,6,1,37,105,7,35.67
25,13,1,0,66,206,6,31.96
17,22,3,0,79,187,9,42.25
9,4,3,0,20,244,4,8.08
15,12,5,1,159,225,21,70.66
5,17,6,1,2,95,3,2.02
2,16,0,0,124,147,17,84.37
8,14,4,0,69,84,6,81.7
14,12,1,0,97,185,14,52.32
27,10,1,0,55,105,8,52.02
28,12,5,1,215,252,25,85.45
30,11,3,0,185,251,25,73.53
29,14,5,1,138,280,19,49.43
2,9,0,0,112,147,15,76.26
15,8,6,1,52,225,4,23.09
15,10,3,0,52,225,9,23.25
19,12,1,0,110,290,16,38.08
2,22,1,0,20,147,2,13.37
20,7,0,0,0,209,1,0.0
20,8,6,1,61,209,8,29.36
16,18,3,0,188,229,20,82.25
26,4,2,0,27,200,2,13.66
28,16,3,0,191,252,21,75.98
28,3,1,0,23,252,2,9.27
7,20,6,1,17,113,3,15.14
29,9,6,1,91,280,10,32.45
25,20,5,1,197,206,22,95.65
16,11,6,1,178,229,22,77.55
15,12,6,1,190,225,24,84.43
15,0,6,1,18,225,4,7.87
26,1,0,0,18,200,0,8.85
17,5,0,0,13,187,3,7.0
13,8,0,0,17,148,0,11.32
5,4,6,1,0,95,0,0.0
25,22,6,1,170,206,18,82.41
8,11,0,0,73,84,7,87.37
1,3,1,0,10,153,1,6.29
15,7,1,0,11,225,3,5.1
13,9,3,0,20,148,3,13.18
5,9,2,0,78,95,9,81.96
18,5,0,0,6,72,0,8.05
29,18,4,0,210,280,28,75.15
18,20,5,1,50,72,8,69.93
3,19,5,1,4,101,3,4.04
18,2,4,0,3,72,0,4.72
29,12,2,0,165,280,17,58.84
17,1,6,1,20,187,5,10.49
18,12,6,1,54,72,6,74.79
6,16,5,1,23,108,0,20.86
24,16,4,0,120,234,17,51.32
12,14,3,0,70,236,10,29.48
29,3,0,0,64,280,6,22.88
14,20,0,0,131,185,14,70.65
29,0,6,1,46,280,4,16.57
17,22,5,1,44,187,7,23.47
1,17,6,1,5,153,1,3.49
22,22,2,0,74,101,11,73.41
11,2,5,1,6,114,3,5.13
25,3,2,0,206,206,22,100.0
14,16,6,1,130,185,13,70.03
8,11,5,1,13,84,4,15.94
29,18,1,0,243,280,31,86.94
6,16,5,1,6,108,0,5.69
16,17,3,0,127,229,17,55.4
15,4,2,0,13,225,2,5.65
30,19,6,1,210,251,27,83.65
18,9,3,0,14,72,0,19.43
6,21,2,0,13,108,4,12.42
24,2,6,1,204,234,27,87.34
20,16,0,0,150,209,19,71.63
26,5,1,0,26,200,3,12.83
9,14,6,1,4,244,2,1.78
23,8,4,0,100,157,13,63.92
17,17,3,0,87,187,8,46.62
10,16,3,0,65,72,9,89.78
7,14,4,0,96,113,11,84.72
28,5,0,0,40,252,4,15.7
18,11,5,1,55,72,7,76.68
29,22,5,1,65,280,10,23.27
22,22,3,0,86,101,12,85.57
27,1,5,1,18,105,4,17.28
3,19,0,0,27,101,4,26.74
21,19,5,1,94,175,14,53.79
3,0,0,0,1,101,3,0.92
23,1,6,1,129,157,17,82.43
10,23,4,0,10,72,0,13.64
5,3,2,0,4,95,3,4.16
26,21,3,0,48,200,4,24.11
14,8,2,0,32,185,3,17.18
19,13,3,0,176,290,23,60.86
23,8,3,0,107,157,11,68.27
11,18,2,0,79,114,12,69.29
3,4,3,0,7,101,0,6.75
17,5,0,0,6,187,3,3.16
25,7,6,1,145,206,17,70.4
5,20,6,1,8,95,4,8.78
28,17,2,0,163,252,21,64.85
1,20,5,1,0,153,1,0.0
18,2,1,0,5,72,0,6.5
9,7,1,0,59,244,6,24.38
5,22,2,0,5,95,2,4.75
27,8,6,1,42,105,6,40.28
13,16,4,0,89,148,12,60.11
3,13,5,1,5,101,0,5.15
16,2,4,0,30,229,5,13.22
23,20,3,0,135,157,14,85.96
5,5,6,1,0,95,0,0.0
4,4,6,1,0,203,3,0.0
24,1,1,0,218,234,25,93.26
13,9,5,1,26,148,5,17.29
23,15,5,1,30,157,3,19.03
26,13,0,0,142,200,19,70.97
6,16,4,0,70,108,9,64.67
29,11,6,1,208,280,27,74.35
30,2,3,0,30,251,2,11.82
21,10,6,1,60,175,7,34.2
19,11,0,0,124,290,15,42.7
25,22,1,0,147,206,17,71.15
14,8,2,0,53,185,9,28.52
28,9,4,0,202,252,24,80.36
3,13,1,0,64,101,8,63.55
11,18,0,0,57,114,4,49.84
18,10,4,0,20,72,1,27.29
1,20,5,1,5,153,0,3.5
30,8,5,1,144,251,18,57.24
14,18,1,0,124,185,16,67.22
26,19,3,0,173,200,21,86.29
11,20,2,0,87,114,13,76.51
17,16,6,1,175,187,21,93.61
12,18,5,1,236,236,28,99.83
7,4,3,0,0,113,0,0.02
26,14,0,0,136,200,17,68.24
6,12,0,0,65,108,8,60.47
24,15,3,0,34,234,7,14.48
22,14,3,0,52,101,4,51.34
26,0,0,0,39,200,7,19.59
27,7,3,0,56,105,6,53.42
25,20,5,1,152,206,19,73.62
25,15,6,1,95,206,9,46.23
7,9,1,0,109,113,16,96.55
11,0,0,0,0,114,0,0.0
13,3,5,1,6,148,0,3.78
25,17,4,0,128,206,17,62.04
26,21,5,1,75,200,10,37.68
30,20,0,0,176,251,22,70.05
8,7,2,0,15,84,0,17.38
24,8,0,0,163,234,22,69.82
19,5,6,1,9,290,0,3.01
21,9,2,0,22,175,4,12.43
2,13,5,1,2,147,3,1.65
10,21,2,0,6,72,3,7.85
27,17,0,0,73,105,7,69.09
10,15,1,0,49,72,6,68.1
24,9,1,0,60,234,10,25.43
8,12,4,0,63,84,6,75.39
16,12,5,1,152,229,21,66.34
14,4,3,0,0,185,0,0.0
30,8,4,0,148,251,16,58.98
25,0,3,0,155,206,20,75.08
26,11,0,0,111,200,11,55.55
1,7,6,1,0,153,0,0.0
4,17,6,1,3,203,0,1.24
29,8,2,0,153,280,17,54.79
27,13,6,1,62,105,10,58.65
15,21,3,0,104,225,11,46.01
27,17,3,0,86,105,12,82.34
19,20,5,1,156,290,19,53.95
11,20,5,1,65,114,7,57.18
11,3,5,1,0,114,0,0.37
29,2,6,1,46,280,5,16.55
26,18,1,0,173,200,19,86.71
25,10,5,1,60,206,8,29.25
22,2,1,0,92,101,12,91.45
28,0,2,0,35,252,7,13.83
25,9,0,0,95,206,9,46.26
24,22,4,0,202,234,27,86.24
18,11,4,0,42,72,8,58.07
20,19,3,0,159,209,18,76.07
5,3,6,1,9,95,1,9.84
22,20,0,0,79,101,7,77.98
14,8,6,1,47,185,3,25.56
10,16,2,0,46,72,8,64.19
17,23,2,0,21,187,1,11.48
19,10,3,0,58,290,5,20.1
23,17,4,0,124,157,12,78.72
17,9,1,0,57,187,9,30.29
2,23,0,0,13,147,3,8.52
27,7,1,0,39,105,5,37.23
17,4,4,0,0,187,1,0.0
3,15,1,0,101,101,15,100.0
26,18,1,0,167,200,23,83.41
6,14,0,0,89,108,12,82.11
5,21,3,0,0,95,2,0.0
8,2,4,0,10,84,2,12.11
8,2,2,0,0,84,0,0.08
3,20,6,1,6,101,0,5.66
16,2,2,0,38,229,5,16.57
21,20,3,0,162,175,18,92.5
19,15,2,0,140,290,15,48.43
14,20,3,0,142,185,15,76.68
9,18,6,1,48,244,7,19.84
8,12,2,0,58,84,7,68.86
30,11,1,0,182,251,20,72.36
29,7,1,0,191,280,20,68.34
12,3,3,0,0,236,0,0.0
21,16,3,0,46,175,5,26.53
30,15,1,0,178,251,22,70.96
25,0,4,0,192,206,20,92.99
6,9,2,0,102,108,15,94.09
6,1,6,1,0,108,3,0.39
18,8,1,0,13,72,3,18.65
6,9,4,0,83,108,8,76.61
23,16,0,0,71,157,11,44.98
27,16,5,1,75,105,9,71.02
1,12,4,0,100,153,12,65.38
5,20,0,0,9,95,4,9.95
23,22,1,0,133,157,17,84.75
7,22,1,0,6,113,0,4.94
20,15,2,0,116,209,11,55.67
16,17,1,0,141,229,16,61.4
28,3,2,0,20,252,1,7.8
28,21,4,0,66,252,8,26.28
2,9,6,1,10,147,1,6.55
8,22,6,1,23,84,2,27.53
15,15,0,0,131,225,13,58.37
11,13,1,0,64,114,6,56.5
15,18,5,1,162,225,20,71.9
18,3,4,0,0,72,0,0.0
29,17,4,0,217,280,25,77.43
18,0,1,0,0,72,2,0.0
7,11,5,1,24,113,1,21.28
7,22,0,0,2,113,3,1.56
21,21,3,0,107,175,12,61.16
2,0,2,0,0,147,0,0.0
17,16,3,0,114,187,16,60.77
6,21,6,1,0,108,0,0.0
28,22,1,0,118,252,12,46.8
15,10,5,1,185,225,25,82.02
13,11,6,1,119,148,14,80.38
20,11,5,1,179,209,20,85.49
8,12,0,0,57,84,6,67.54
4,14,0,0,135,203,14,66.49
20,4,2,0,25,209,4,11.86
28,15,5,1,187,252,24,74.33
11,4,6,1,0,114,0,0.0
11,1,3,0,15,114,2,13.46
19,23,1,0,12,290,3,4.05
3,1,4,0,17,101,5,16.66
23,1,5,1,126,157,17,80.4
21,17,3,0,156,175,20,89.15
11,15,0,0,75,114,12,65.82
20,10,4,0,7,209,0,3.44
20,9,3,0,56,209,9,26.74
22,9,0,0,29,101,3,28.95
26,14,6,1,142,200,18,70.82
13,15,1,0,78,148,7,52.8
15,3,3,0,12,225,0,5.5
5,5,1,0,7,95,0,7.61
6,13,1,0,67,108,8,62.5
19,18,0,0,248,290,29,85.46
19,7,2,0,21,290,1,7.08
23,2,2,0,135,157,18,86.21
25,21,2,0,135,206,16,65.38
7,13,1,0,83,113,8,73.63
11,15,1,0,61,114,10,53.4
17,5,0,0,0,187,1,0.0
11,5,0,0,0,114,3,0.0
10,20,5,1,14,72,1,19.64
4,23,1,0,22,203,4,10.61
8,18,0,0,44,84,8,52.1
8,9,3,0,73,84,11,86.84
12,12,6,1,178,236,22,75.43
8,21,5,1,9,84,4,10.69
15,4,4,0,27,225,3,11.99
22,14,6,1,35,101,5,34.74
26,16,6,1,153,200,20,76.29
20,22,1,0,94,209,12,44.97
27,11,5,1,60,105,5,57.32
17,14,6,1,130,187,13,69.55
8,3,0,0,7,84,2,7.95
14,0,5,1,27,185,4,14.74
23,20,4,0,118,157,14,75.29
17,2,4,0,23,187,5,12.42
16,13,1,0,107,229,13,46.89
12,7,5,1,23,236,5,9.89
9,6,2,0,23,244,5,9.3
19,22,2,0,172,290,22,59.16
3,8,5,1,21,101,0,21.08
10,22,3,0,0,72,3,0.0
16,23,6,1,40,229,4,17.33
14,23,4,0,30,185,4,16.23
13,1,6,1,9,148,2,6.29
15,17,3,0,100,225,11,44.26
12,11,0,0,123,236,14,51.93
29,14,1,0,178,280,21,63.67
22,16,4,0,20,101,4,19.54
14,21,5,1,91,185,13,49.12
10,14,1,0,51,72,6,70.7
18,23,5,1,8,72,3,10.6
18,19,4,0,46,72,7,63.39
6,15,4,0,83,108,8,77.12
4,20,1,0,2,203,3,0.76
28,7,4,0,92,252,12,36.7
19,11,1,0,85,290,13,29.21
11,3,4,0,0,114,1,0.0
25,13,0,0,73,206,10,35.36
15,8,4,0,49,225,7,21.67
19,23,0,0,28,290,6,9.71
12,15,1,0,104,236,10,43.94
27,3,6,1,27,105,4,25.73
14,12,4,0,90,185,8,48.56
8,21,0,0,11,84,1,12.71
10,11,2,0,58,72,8,80.85
6,0,4,0,15,108,0,13.66
7,10,0,0,95,113,12,83.68
16,2,2,0,0,229,0,0.0
22,4,4,0,74,101,7,73.01
15,22,4,0,56,225,8,24.78
21,1,2,0,135,175,19,76.88
13,8,0,0,41,148,5,27.6
21,7,2,0,106,175,13,60.57
1,4,2,0,8,153,0,4.92
29,3,4,0,45,280,5,16.21
6,5,4,0,0,108,0,0.0
29,16,0,0,168,280,23,59.89
30,16,4,0,190,251,23,75.59
15,2,4,0,9,225,3,4.12
19,8,1,0,110,290,16,38.03
8,4,3,0,1,84,0,1.51
27,7,0,0,57,105,7,54.62
13,2,2,0,17,148,4,11.73
20,5,6,1,10,209,2,4.56
23,2,2,0,136,157,16,86.59
20,15,4,0,138,209,14,65.97
30,12,6,1,171,251,20,68.32
19,21,2,0,168,290,20,57.87
29,11,4,0,207,280,25,73.97
26,16,1,0,145,200,16,72.29
19,21,2,0,132,290,14,45.48
8,19,1,0,45,84,3,53.63
10,19,4,0,16,72,3,22.73
6,10,4,0,106,108,14,97.92
19,12,1,0,118,290,17,40.81
17,10,1,0,80,187,9,42.82
5,20,4,0,4,95,2,4.46
2,20,2,0,29,147,1,19.77
17,11,1,0,62,187,9,33.18
11,1,2,0,0,114,1,0.0
28,4,4,0,2,252,0,0.86
5,16,4,0,73,95,8,76.57
27,6,0,0,25,105,3,23.48
9,20,6,1,23,244,5,9.48
17,22,2,0,69,187,9,37.12
10,6,1,0,0,72,2,0.0
1,19,4,0,37,153,2,24.17
30,5,2,0,56,251,6,22.5
1,10,1,0,99,153,13,64.84
1,19,6,1,19,153,1,12.1
23,21,2,0,131,157,13,83.62
16,22,2,0,115,229,12,50.14
24,8,1,0,171,234,21,73.08
6,7,1,0,24,108,5,22.23
23,6,5,1,95,157,14,60.59
6,17,5,1,4,108,2,4.12
3,6,0,0,14,101,2,14.11
24,16,0,0,61,234,8,26.01
21,18,4,0,113,175,16,64.85
15,7,1,0,0,225,2,0.0
21,6,1,0,116,175,13,66.14
15,1,4,0,0,225,0,0.0
27,10,0,0,75,105,7,71.58
19,3,0,0,37,290,6,12.87
12,11,0,0,127,236,14,53.77
4,1,3,0,24,203,3,11.62
23,14,3,0,60,157,5,38.24
10,2,2,0,5,72,0,6.52
14,20,1,0,152,185,19,82.06
28,21,1,0,83,252,11,32.88
29,16,6,1,221,280,26,79.0
22,15,2,0,32,101,4,31.49
6,23,0,0,16,108,0,14.93
6,2,0,0,6,108,2,5.5
15,11,6,1,142,225,15,63.22
12,15,0,0,139,236,14,58.8
18,3,1,0,2,72,3,3.37
19,3,1,0,40,290,2,13.65
28,19,4,0,173,252,23,68.82
24,18,3,0,116,234,13,49.55
19,15,4,0,128,290,18,44.15
7,22,2,0,4,113,0,3.15
9,0,5,1,14,244,0,5.87
16,23,5,1,41,229,6,17.8
1,13,3,0,100,153,13,65.32
7,9,4,0,101,113,14,89.3
10,11,2,0,59,72,8,82.26
26,6,2,0,61,200,6,30.66
18,5,5,1,6,72,1,8.9
14,5,4,0,1,185,0,0.5
2,22,2,0,9,147,1,6.34
2,14,4,0,118,147,14,80.32
4,0,6,1,0,203,0,0.0
22,9,5,1,43,101,5,42.83
16,6,6,1,17,229,2,7.5
29,1,3,0,95,280,10,34.0
2,23,3,0,18,147,3,12.14
22,22,1,0,67,101,6,65.94
15,6,1,0,0,225,3,0.0
24,20,0,0,218,234,27,93.14
18,3,2,0,0,72,0,0.0
26,5,1,0,44,200,7,21.89
14,21,6,1,140,185,18,75.61
